GL_Account_ID,GL_Account_No,Account_Name,Account_Type,Account_Category,Cost_Center_ID,Parent_Account,Currency,Normal_Balance,Financial_Statement,Is_Posting_Allowed,Tax_Code,Status,Created_Date,Notes
GL-001191,301191,Equity 1191,Equity,Equity,CC-00191,GL-000005,USD,Credit,Balance Sheet,Yes,TX0,Active,2020-01-01,
GL-001192,401192,Sales Revenue 1192,Revenue,Operating Revenue,CC-00192,GL-000006,USD,Credit,Income Statement,Yes,TX0,Active,2020-01-01,
GL-001193,501193,Cost of Goods Sold 1193,Expense,COGS,CC-00193,GL-000007,USD,Debit,Income Statement,Yes,TX0,Active,2020-01-01,
GL-001194,511194,Production Cost 1194,Expense,Manufacturing,CC-00194,GL-000008,USD,Debit,Income Statement,Yes,TX0,Active,2020-01-01,
GL-001195,521195,Maintenance Expense 1195,Expense,Maintenance,CC-00195,GL-000009,USD,Debit,Income Statement,Yes,TX5,Active,2020-01-01,
GL-001196,531196,Utilities Expense 1196,Expense,Utilities,CC-00196,GL-000010,USD,Debit,Income Statement,Yes,TX0,Active,2020-01-01,
GL-001197,541197,Quality Expense 1197,Expense,Quality,CC-00197,GL-000011,USD,Debit,Income Statement,Yes,TX14,Active,2020-01-01,
GL-001198,551198,Warehouse Expense 1198,Expense,Warehouse,CC-00198,GL-000012,USD,Debit,Income Statement,Yes,EXEMPT,Active,2020-01-01,
GL-001199,561199,Sales Expense 1199,Expense,Sales,CC-00199,GL-000013,USD,Debit,Income Statement,Yes,EXEMPT,Active,2020-01-01,
GL-001200,571200,Administrative Expense 1200,Expense,Administration,CC-00200,GL-000014,USD,Debit,Income Statement,Yes,TX5,Active,2020-01-01,
GL-001201,101201,Cash 1201,Asset,Current Asset,CC-00201,GL-000015,USD,Debit,Balance Sheet,Yes,TX14,Active,2020-01-01,
GL-001202,111202,Accounts Receivable 1202,Asset,Current Asset,CC-00202,GL-000001,USD,Debit,Balance Sheet,Yes,TX0,Active,2020-01-01,
GL-001203,121203,Inventory 1203,Asset,Current Asset,CC-00203,GL-000002,USD,Debit,Balance Sheet,Yes,TX14,Active,2020-01-01,
GL-001204,131204,Fixed Assets 1204,Asset,Non Current Asset,CC-00204,GL-000003,USD,Debit,Balance Sheet,Yes,TX0,Active,2020-01-01,
GL-001205,201205,Accounts Payable 1205,Liability,Current Liability,CC-00205,GL-000004,USD,Credit,Balance Sheet,Yes,EXEMPT,Active,2020-01-01,
GL-001206,301206,Equity 1206,Equity,Equity,CC-00206,GL-000005,USD,Credit,Balance Sheet,Yes,TX14,Active,2020-01-01,
GL-001207,401207,Sales Revenue 1207,Revenue,Operating Revenue,CC-00207,GL-000006,USD,Credit,Income Statement,Yes,TX0,Active,2020-01-01,
GL-001208,501208,Cost of Goods Sold 1208,Expense,COGS,CC-00208,GL-000007,USD,Debit,Income Statement,Yes,TX0,Active,2020-01-01,
GL-001209,511209,Production Cost 1209,Expense,Manufacturing,CC-00209,GL-000008,USD,Debit,Income Statement,Yes,TX5,Active,2020-01-01,
GL-001210,521210,Maintenance Expense 1210,Expense,Maintenance,CC-00210,GL-000009,USD,Debit,Income Statement,Yes,EXEMPT,Active,2020-01-01,
GL-001211,531211,Utilities Expense 1211,Expense,Utilities,CC-00211,GL-000010,USD,Debit,Income Statement,Yes,EXEMPT,Active,2020-01-01,
GL-001212,541212,Quality Expense 1212,Expense,Quality,CC-00212,GL-000011,USD,Debit,Income Statement,Yes,EXEMPT,Active,2020-01-01,
GL-001213,551213,Warehouse Expense 1213,Expense,Warehouse,CC-00213,GL-000012,USD,Debit,Income Statement,Yes,TX5,Active,2020-01-01,
GL-001214,561214,Sales Expense 1214,Expense,Sales,CC-00214,GL-000013,USD,Debit,Income Statement,Yes,TX14,Active,2020-01-01,
GL-001215,571215,Administrative Expense 1215,Expense,Administration,CC-00215,GL-000014,USD,Debit,Income Statement,Yes,EXEMPT,Active,2020-01-01,
GL-001216,101216,Cash 1216,Asset,Current Asset,CC-00216,GL-000015,USD,Debit,Balance Sheet,Yes,TX0,Active,2020-01-01,
GL-001217,111217,Accounts Receivable 1217,Asset,Current Asset,CC-00217,GL-000001,USD,Debit,Balance Sheet,Yes,TX0,Active,2020-01-01,
GL-001218,121218,Inventory 1218,Asset,Current Asset,CC-00218,GL-000002,USD,Debit,Balance Sheet,Yes,TX0,Active,2020-01-01,
GL-001219,131219,Fixed Assets 1219,Asset,Non Current Asset,CC-00219,GL-000003,USD,Debit,Balance Sheet,Yes,TX0,Active,2020-01-01,
GL-001220,201220,Accounts Payable 1220,Liability,Current Liability,CC-00220,GL-000004,USD,Credit,Balance Sheet,Yes,TX14,Active,2020-01-01,
GL-001221,301221,Equity 1221,Equity,Equity,CC-00221,GL-000005,USD,Credit,Balance Sheet,Yes,TX14,Active,2020-01-01,
GL-001222,401222,Sales Revenue 1222,Revenue,Operating Revenue,CC-00222,GL-000006,USD,Credit,Income Statement,Yes,TX5,Active,2020-01-01,
GL-001223,501223,Cost of Goods Sold 1223,Expense,COGS,CC-00223,GL-000007,USD,Debit,Income Statement,Yes,TX5,Active,2020-01-01,
GL-001224,511224,Production Cost 1224,Expense,Manufacturing,CC-00224,GL-000008,USD,Debit,Income Statement,Yes,TX5,Active,2020-01-01,
GL-001225,521225,Maintenance Expense 1225,Expense,Maintenance,CC-00225,GL-000009,USD,Debit,Income Statement,Yes,EXEMPT,Active,2020-01-01,
GL-001226,531226,Utilities Expense 1226,Expense,Utilities,CC-00226,GL-000010,USD,Debit,Income Statement,Yes,TX14,Active,2020-01-01,
GL-001227,541227,Quality Expense 1227,Expense,Quality,CC-00227,GL-000011,USD,Debit,Income Statement,Yes,TX5,Active,2020-01-01,
GL-001228,551228,Warehouse Expense 1228,Expense,Warehouse,CC-00228,GL-000012,USD,Debit,Income Statement,Yes,EXEMPT,Active,2020-01-01,
GL-001229,561229,Sales Expense 1229,Expense,Sales,CC-00229,GL-000013,USD,Debit,Income Statement,Yes,EXEMPT,Active,2020-01-01,
GL-001230,571230,Administrative Expense 1230,Expense,Administration,CC-00230,GL-000014,USD,Debit,Income Statement,Yes,TX5,Active,2020-01-01,
GL-001231,101231,Cash 1231,Asset,Current Asset,CC-00231,GL-000015,USD,Debit,Balance Sheet,Yes,EXEMPT,Active,2020-01-01,
GL-001232,111232,Accounts Receivable 1232,Asset,Current Asset,CC-00232,GL-000001,USD,Debit,Balance Sheet,Yes,TX0,Active,2020-01-01,
GL-001233,121233,Inventory 1233,Asset,Current Asset,CC-00233,GL-000002,USD,Debit,Balance Sheet,Yes,TX14,Active,2020-01-01,
GL-001234,131234,Fixed Assets 1234,Asset,Non Current Asset,CC-00234,GL-000003,USD,Debit,Balance Sheet,Yes,TX14,Active,2020-01-01,
GL-001235,201235,Accounts Payable 1235,Liability,Current Liability,CC-00235,GL-000004,USD,Credit,Balance Sheet,Yes,EXEMPT,Active,2020-01-01,
GL-001236,301236,Equity 1236,Equity,Equity,CC-00236,GL-000005,USD,Credit,Balance Sheet,Yes,TX14,Active,2020-01-01,
GL-001237,401237,Sales Revenue 1237,Revenue,Operating Revenue,CC-00237,GL-000006,USD,Credit,Income Statement,Yes,TX14,Active,2020-01-01,
GL-001238,501238,Cost of Goods Sold 1238,Expense,COGS,CC-00238,GL-000007,USD,Debit,Income Statement,Yes,TX14,Active,2020-01-01,
GL-001239,511239,Production Cost 1239,Expense,Manufacturing,CC-00239,GL-000008,USD,Debit,Income Statement,Yes,TX14,Active,2020-01-01,
GL-001240,521240,Maintenance Expense 1240,Expense,Maintenance,CC-00240,GL-000009,USD,Debit,Income Statement,Yes,EXEMPT,Active,2020-01-01,
GL-001241,531241,Utilities Expense 1241,Expense,Utilities,CC-00241,GL-000010,USD,Debit,Income Statement,Yes,EXEMPT,Active,2020-01-01,
GL-001242,541242,Quality Expense 1242,Expense,Quality,CC-00242,GL-000011,USD,Debit,Income Statement,Yes,TX0,Active,2020-01-01,
GL-001243,551243,Warehouse Expense 1243,Expense,Warehouse,CC-00243,GL-000012,USD,Debit,Income Statement,Yes,TX14,Active,2020-01-01,
GL-001244,561244,Sales Expense 1244,Expense,Sales,CC-00244,GL-000013,USD,Debit,Income Statement,Yes,TX0,Active,2020-01-01,
GL-001245,571245,Administrative Expense 1245,Expense,Administration,CC-00245,GL-000014,USD,Debit,Income Statement,Yes,EXEMPT,Active,2020-01-01,
GL-001246,101246,Cash 1246,Asset,Current Asset,CC-00246,GL-000015,USD,Debit,Balance Sheet,Yes,TX14,Active,2020-01-01,
GL-001247,111247,Accounts Receivable 1247,Asset,Current Asset,CC-00247,GL-000001,USD,Debit,Balance Sheet,Yes,EXEMPT,Active,2020-01-01,
GL-001248,121248,Inventory 1248,Asset,Current Asset,CC-00248,GL-000002,USD,Debit,Balance Sheet,Yes,TX0,Active,2020-01-01,
GL-001249,131249,Fixed Assets 1249,Asset,Non Current Asset,CC-00249,GL-000003,USD,Debit,Balance Sheet,Yes,TX14,Active,2020-01-01,
GL-001250,201250,Accounts Payable 1250,Liability,Current Liability,CC-00250,GL-000004,USD,Credit,Balance Sheet,Yes,TX0,Active,2020-01-01,
GL-001251,301251,Equity 1251,Equity,Equity,CC-00251,GL-000005,USD,Credit,Balance Sheet,Yes,TX5,Active,2020-01-01,
GL-001252,401252,Sales Revenue 1252,Revenue,Operating Revenue,CC-00252,GL-000006,USD,Credit,Income Statement,Yes,TX5,Active,2020-01-01,
GL-001253,501253,Cost of Goods Sold 1253,Expense,COGS,CC-00253,GL-000007,USD,Debit,Income Statement,Yes,TX5,Active,2020-01-01,
GL-001254,511254,Production Cost 1254,Expense,Manufacturing,CC-00254,GL-000008,USD,Debit,Income Statement,Yes,TX0,Active,2020-01-01,
GL-001255,521255,Maintenance Expense 1255,Expense,Maintenance,CC-00255,GL-000009,USD,Debit,Income Statement,Yes,EXEMPT,Active,2020-01-01,
GL-001256,531256,Utilities Expense 1256,Expense,Utilities,CC-00256,GL-000010,USD,Debit,Income Statement,Yes,TX5,Active,2020-01-01,
GL-001257,541257,Quality Expense 1257,Expense,Quality,CC-00257,GL-000011,USD,Debit,Income Statement,Yes,TX0,Active,2020-01-01,
GL-001258,551258,Warehouse Expense 1258,Expense,Warehouse,CC-00258,GL-000012,USD,Debit,Income Statement,Yes,TX5,Active,2020-01-01,
GL-001259,561259,Sales Expense 1259,Expense,Sales,CC-00259,GL-000013,USD,Debit,Income Statement,Yes,EXEMPT,Active,2020-01-01,
GL-001260,571260,Administrative Expense 1260,Expense,Administration,CC-00260,GL-000014,USD,Debit,Income Statement,Yes,TX14,Active,2020-01-01,
GL-001261,101261,Cash 1261,Asset,Current Asset,CC-00261,GL-000015,USD,Debit,Balance Sheet,Yes,TX14,Active,2020-01-01,
GL-001262,111262,Accounts Receivable 1262,Asset,Current Asset,CC-00262,GL-000001,USD,Debit,Balance Sheet,Yes,TX0,Active,2020-01-01,
GL-001263,121263,Inventory 1263,Asset,Current Asset,CC-00263,GL-000002,USD,Debit,Balance Sheet,Yes,TX0,Active,2020-01-01,
GL-001264,131264,Fixed Assets 1264,Asset,Non Current Asset,CC-00264,GL-000003,USD,Debit,Balance Sheet,Yes,EXEMPT,Active,2020-01-01,
GL-001265,201265,Accounts Payable 1265,Liability,Current Liability,CC-00265,GL-000004,USD,Credit,Balance Sheet,Yes,TX5,Active,2020-01-01,
GL-001266,301266,Equity 1266,Equity,Equity,CC-00266,GL-000005,USD,Credit,Balance Sheet,Yes,TX14,Active,2020-01-01,
GL-001267,401267,Sales Revenue 1267,Revenue,Operating Revenue,CC-00267,GL-000006,USD,Credit,Income Statement,Yes,TX14,Active,2020-01-01,
GL-001268,501268,Cost of Goods Sold 1268,Expense,COGS,CC-00268,GL-000007,USD,Debit,Income Statement,Yes,EXEMPT,Active,2020-01-01,
GL-001269,511269,Production Cost 1269,Expense,Manufacturing,CC-00269,GL-000008,USD,Debit,Income Statement,Yes,TX5,Active,2020-01-01,
GL-001270,521270,Maintenance Expense 1270,Expense,Maintenance,CC-00270,GL-000009,USD,Debit,Income Statement,Yes,TX5,Active,2020-01-01,
GL-001271,531271,Utilities Expense 1271,Expense,Utilities,CC-00271,GL-000010,USD,Debit,Income Statement,Yes,TX5,Active,2020-01-01,
GL-001272,541272,Quality Expense 1272,Expense,Quality,CC-00272,GL-000011,USD,Debit,Income Statement,Yes,TX5,Active,2020-01-01,
GL-001273,551273,Warehouse Expense 1273,Expense,Warehouse,CC-00273,GL-000012,USD,Debit,Income Statement,Yes,TX14,Active,2020-01-01,
GL-001274,561274,Sales Expense 1274,Expense,Sales,CC-00274,GL-000013,USD,Debit,Income Statement,Yes,TX5,Active,2020-01-01,
GL-001275,571275,Administrative Expense 1275,Expense,Administration,CC-00275,GL-000014,USD,Debit,Income Statement,Yes,EXEMPT,Active,2020-01-01,
GL-001276,101276,Cash 1276,Asset,Current Asset,CC-00276,GL-000015,USD,Debit,Balance Sheet,Yes,TX5,Active,2020-01-01,
GL-001277,111277,Accounts Receivable 1277,Asset,Current Asset,CC-00277,GL-000001,USD,Debit,Balance Sheet,Yes,TX5,Active,2020-01-01,
GL-001278,121278,Inventory 1278,Asset,Current Asset,CC-00278,GL-000002,USD,Debit,Balance Sheet,Yes,TX0,Active,2020-01-01,
GL-001279,131279,Fixed Assets 1279,Asset,Non Current Asset,CC-00279,GL-000003,USD,Debit,Balance Sheet,Yes,TX14,Active,2020-01-01,
GL-001280,201280,Accounts Payable 1280,Liability,Current Liability,CC-00280,GL-000004,USD,Credit,Balance Sheet,Yes,TX0,Active,2020-01-01,
GL-001281,301281,Equity 1281,Equity,Equity,CC-00281,GL-000005,USD,Credit,Balance Sheet,Yes,TX5,Active,2020-01-01,
GL-001282,401282,Sales Revenue 1282,Revenue,Operating Revenue,CC-00282,GL-000006,USD,Credit,Income Statement,Yes,TX5,Active,2020-01-01,
GL-001283,501283,Cost of Goods Sold 1283,Expense,COGS,CC-00283,GL-000007,USD,Debit,Income Statement,Yes,EXEMPT,Active,2020-01-01,
GL-001284,511284,Production Cost 1284,Expense,Manufacturing,CC-00284,GL-000008,USD,Debit,Income Statement,Yes,EXEMPT,Active,2020-01-01,
GL-001285,521285,Maintenance Expense 1285,Expense,Maintenance,CC-00285,GL-000009,USD,Debit,Income Statement,Yes,EXEMPT,Active,2020-01-01,
GL-001286,531286,Utilities Expense 1286,Expense,Utilities,CC-00286,GL-000010,USD,Debit,Income Statement,Yes,TX0,Active,2020-01-01,
GL-001287,541287,Quality Expense 1287,Expense,Quality,CC-00287,GL-000011,USD,Debit,Income Statement,Yes,TX14,Active,2020-01-01,
GL-001288,551288,Warehouse Expense 1288,Expense,Warehouse,CC-00288,GL-000012,USD,Debit,Income Statement,Yes,TX14,Active,2020-01-01,
GL-001289,561289,Sales Expense 1289,Expense,Sales,CC-00289,GL-000013,USD,Debit,Income Statement,Yes,EXEMPT,Active,2020-01-01,
GL-001290,571290,Administrative Expense 1290,Expense,Administration,CC-00290,GL-000014,USD,Debit,Income Statement,Yes,TX5,Active,2020-01-01,
GL-001291,101291,Cash 1291,Asset,Current Asset,CC-00291,GL-000015,USD,Debit,Balance Sheet,Yes,TX5,Active,2020-01-01,
GL-001292,111292,Accounts Receivable 1292,Asset,Current Asset,CC-00292,GL-000001,USD,Debit,Balance Sheet,Yes,TX5,Active,2020-01-01,
GL-001293,121293,Inventory 1293,Asset,Current Asset,CC-00293,GL-000002,USD,Debit,Balance Sheet,Yes,EXEMPT,Active,2020-01-01,
GL-001294,131294,Fixed Assets 1294,Asset,Non Current Asset,CC-00294,GL-000003,USD,Debit,Balance Sheet,Yes,EXEMPT,Active,2020-01-01,
GL-001295,201295,Accounts Payable 1295,Liability,Current Liability,CC-00295,GL-000004,USD,Credit,Balance Sheet,Yes,TX5,Active,2020-01-01,
GL-001296,301296,Equity 1296,Equity,Equity,CC-00296,GL-000005,USD,Credit,Balance Sheet,Yes,TX14,Active,2020-01-01,
GL-001297,401297,Sales Revenue 1297,Revenue,Operating Revenue,CC-00297,GL-000006,USD,Credit,Income Statement,Yes,TX14,Active,2020-01-01,
GL-001298,501298,Cost of Goods Sold 1298,Expense,COGS,CC-00298,GL-000007,USD,Debit,Income Statement,Yes,EXEMPT,Active,2020-01-01,
GL-001299,511299,Production Cost 1299,Expense,Manufacturing,CC-00299,GL-000008,USD,Debit,Income Statement,Yes,TX0,Active,2020-01-01,
GL-001300,521300,Maintenance Expense 1300,Expense,Maintenance,CC-00300,GL-000009,USD,Debit,Income Statement,Yes,TX14,Active,2020-01-01,
GL-001301,531301,Utilities Expense 1301,Expense,Utilities,CC-00301,GL-000010,USD,Debit,Income Statement,Yes,TX14,Active,2020-01-01,
GL-001302,541302,Quality Expense 1302,Expense,Quality,CC-00302,GL-000011,USD,Debit,Income Statement,Yes,TX14,Active,2020-01-01,
GL-001303,551303,Warehouse Expense 1303,Expense,Warehouse,CC-00303,GL-000012,USD,Debit,Income Statement,Yes,TX5,Active,2020-01-01,
GL-001304,561304,Sales Expense 1304,Expense,Sales,CC-00304,GL-000013,USD,Debit,Income Statement,Yes,TX5,Active,2020-01-01,
GL-001305,571305,Administrative Expense 1305,Expense,Administration,CC-00305,GL-000014,USD,Debit,Income Statement,Yes,EXEMPT,Active,2020-01-01,
GL-001306,101306,Cash 1306,Asset,Current Asset,CC-00306,GL-000015,USD,Debit,Balance Sheet,Yes,EXEMPT,Active,2020-01-01,
GL-001307,111307,Accounts Receivable 1307,Asset,Current Asset,CC-00307,GL-000001,USD,Debit,Balance Sheet,Yes,TX5,Active,2020-01-01,
GL-001308,121308,Inventory 1308,Asset,Current Asset,CC-00308,GL-000002,USD,Debit,Balance Sheet,Yes,TX5,Active,2020-01-01,
GL-001309,131309,Fixed Assets 1309,Asset,Non Current Asset,CC-00309,GL-000003,USD,Debit,Balance Sheet,Yes,EXEMPT,Active,2020-01-01,
GL-001310,201310,Accounts Payable 1310,Liability,Current Liability,CC-00310,GL-000004,USD,Credit,Balance Sheet,Yes,TX5,Active,2020-01-01,
GL-001311,301311,Equity 1311,Equity,Equity,CC-00311,GL-000005,USD,Credit,Balance Sheet,Yes,EXEMPT,Active,2020-01-01,
GL-001312,401312,Sales Revenue 1312,Revenue,Operating Revenue,CC-00312,GL-000006,USD,Credit,Income Statement,Yes,TX14,Active,2020-01-01,
GL-001313,501313,Cost of Goods Sold 1313,Expense,COGS,CC-00313,GL-000007,USD,Debit,Income Statement,Yes,TX14,Active,2020-01-01,
GL-001314,511314,Production Cost 1314,Expense,Manufacturing,CC-00314,GL-000008,USD,Debit,Income Statement,Yes,EXEMPT,Active,2020-01-01,
GL-001315,521315,Maintenance Expense 1315,Expense,Maintenance,CC-00315,GL-000009,USD,Debit,Income Statement,Yes,TX5,Active,2020-01-01,
GL-001316,531316,Utilities Expense 1316,Expense,Utilities,CC-00316,GL-000010,USD,Debit,Income Statement,Yes,TX0,Active,2020-01-01,
GL-001317,541317,Quality Expense 1317,Expense,Quality,CC-00317,GL-000011,USD,Debit,Income Statement,Yes,TX5,Active,2020-01-01,
GL-001318,551318,Warehouse Expense 1318,Expense,Warehouse,CC-00318,GL-000012,USD,Debit,Income Statement,Yes,EXEMPT,Active,2020-01-01,
GL-001319,561319,Sales Expense 1319,Expense,Sales,CC-00319,GL-000013,USD,Debit,Income Statement,Yes,EXEMPT,Active,2020-01-01,
GL-001320,571320,Administrative Expense 1320,Expense,Administration,CC-00320,GL-000014,USD,Debit,Income Statement,Yes,TX5,Active,2020-01-01,
GL-001321,101321,Cash 1321,Asset,Current Asset,CC-00321,GL-000015,USD,Debit,Balance Sheet,Yes,EXEMPT,Active,2020-01-01,
GL-001322,111322,Accounts Receivable 1322,Asset,Current Asset,CC-00322,GL-000001,USD,Debit,Balance Sheet,Yes,TX14,Active,2020-01-01,
GL-001323,121323,Inventory 1323,Asset,Current Asset,CC-00323,GL-000002,USD,Debit,Balance Sheet,Yes,TX14,Active,2020-01-01,
GL-001324,131324,Fixed Assets 1324,Asset,Non Current Asset,CC-00324,GL-000003,USD,Debit,Balance Sheet,Yes,EXEMPT,Active,2020-01-01,
GL-001325,201325,Accounts Payable 1325,Liability,Current Liability,CC-00325,GL-000004,USD,Credit,Balance Sheet,Yes,TX0,Active,2020-01-01,
GL-001326,301326,Equity 1326,Equity,Equity,CC-00326,GL-000005,USD,Credit,Balance Sheet,Yes,TX14,Active,2020-01-01,
GL-001327,401327,Sales Revenue 1327,Revenue,Operating Revenue,CC-00327,GL-000006,USD,Credit,Income Statement,Yes,TX5,Active,2020-01-01,
GL-001328,501328,Cost of Goods Sold 1328,Expense,COGS,CC-00328,GL-000007,USD,Debit,Income Statement,Yes,TX14,Active,2020-01-01,
GL-001329,511329,Production Cost 1329,Expense,Manufacturing,CC-00329,GL-000008,USD,Debit,Income Statement,Yes,TX5,Active,2020-01-01,
GL-001330,521330,Maintenance Expense 1330,Expense,Maintenance,CC-00330,GL-000009,USD,Debit,Income Statement,Yes,TX5,Active,2020-01-01,
GL-001331,531331,Utilities Expense 1331,Expense,Utilities,CC-00331,GL-000010,USD,Debit,Income Statement,Yes,TX14,Active,2020-01-01,
GL-001332,541332,Quality Expense 1332,Expense,Quality,CC-00332,GL-000011,USD,Debit,Income Statement,Yes,TX14,Active,2020-01-01,
GL-001333,551333,Warehouse Expense 1333,Expense,Warehouse,CC-00333,GL-000012,USD,Debit,Income Statement,Yes,EXEMPT,Active,2020-01-01,
GL-001334,561334,Sales Expense 1334,Expense,Sales,CC-00334,GL-000013,USD,Debit,Income Statement,Yes,EXEMPT,Active,2020-01-01,
GL-001335,571335,Administrative Expense 1335,Expense,Administration,CC-00335,GL-000014,USD,Debit,Income Statement,Yes,TX0,Active,2020-01-01,
GL-001336,101336,Cash 1336,Asset,Current Asset,CC-00336,GL-000015,USD,Debit,Balance Sheet,Yes,TX5,Active,2020-01-01,
GL-001337,111337,Accounts Receivable 1337,Asset,Current Asset,CC-00337,GL-000001,USD,Debit,Balance Sheet,Yes,TX5,Active,2020-01-01,
GL-001338,121338,Inventory 1338,Asset,Current Asset,CC-00338,GL-000002,USD,Debit,Balance Sheet,Yes,TX14,Active,2020-01-01,
GL-001339,131339,Fixed Assets 1339,Asset,Non Current Asset,CC-00339,GL-000003,USD,Debit,Balance Sheet,Yes,TX5,Active,2020-01-01,
GL-001340,201340,Accounts Payable 1340,Liability,Current Liability,CC-00340,GL-000004,USD,Credit,Balance Sheet,Yes,TX14,Active,2020-01-01,
GL-001341,301341,Equity 1341,Equity,Equity,CC-00341,GL-000005,USD,Credit,Balance Sheet,Yes,TX14,Active,2020-01-01,
GL-001342,401342,Sales Revenue 1342,Revenue,Operating Revenue,CC-00342,GL-000006,USD,Credit,Income Statement,Yes,TX0,Active,2020-01-01,
GL-001343,501343,Cost of Goods Sold 1343,Expense,COGS,CC-00343,GL-000007,USD,Debit,Income Statement,Yes,TX14,Active,2020-01-01,
GL-001344,511344,Production Cost 1344,Expense,Manufacturing,CC-00344,GL-000008,USD,Debit,Income Statement,Yes,TX5,Active,2020-01-01,
GL-001345,521345,Maintenance Expense 1345,Expense,Maintenance,CC-00345,GL-000009,USD,Debit,Income Statement,Yes,TX14,Active,2020-01-01,
GL-001346,531346,Utilities Expense 1346,Expense,Utilities,CC-00346,GL-000010,USD,Debit,Income Statement,Yes,TX5,Active,2020-01-01,
GL-001347,541347,Quality Expense 1347,Expense,Quality,CC-00347,GL-000011,USD,Debit,Income Statement,Yes,TX5,Active,2020-01-01,
GL-001348,551348,Warehouse Expense 1348,Expense,Warehouse,CC-00348,GL-000012,USD,Debit,Income Statement,Yes,TX0,Active,2020-01-01,
GL-001349,561349,Sales Expense 1349,Expense,Sales,CC-00349,GL-000013,USD,Debit,Income Statement,Yes,TX0,Active,2020-01-01,
GL-001350,571350,Administrative Expense 1350,Expense,Administration,CC-00350,GL-000014,USD,Debit,Income Statement,Yes,TX14,Active,2020-01-01,
GL-001351,101351,Cash 1351,Asset,Current Asset,CC-00351,GL-000015,USD,Debit,Balance Sheet,Yes,TX0,Active,2020-01-01,
GL-001352,111352,Accounts Receivable 1352,Asset,Current Asset,CC-00352,GL-000001,USD,Debit,Balance Sheet,Yes,TX14,Active,2020-01-01,
GL-001353,121353,Inventory 1353,Asset,Current Asset,CC-00353,GL-000002,USD,Debit,Balance Sheet,Yes,TX14,Active,2020-01-01,
GL-001354,131354,Fixed Assets 1354,Asset,Non Current Asset,CC-00354,GL-000003,USD,Debit,Balance Sheet,Yes,TX0,Active,2020-01-01,
GL-001355,201355,Accounts Payable 1355,Liability,Current Liability,CC-00355,GL-000004,USD,Credit,Balance Sheet,Yes,TX0,Active,2020-01-01,
GL-001356,301356,Equity 1356,Equity,Equity,CC-00356,GL-000005,USD,Credit,Balance Sheet,Yes,EXEMPT,Active,2020-01-01,
GL-001357,401357,Sales Revenue 1357,Revenue,Operating Revenue,CC-00357,GL-000006,USD,Credit,Income Statement,Yes,TX0,Active,2020-01-01,
GL-001358,501358,Cost of Goods Sold 1358,Expense,COGS,CC-00358,GL-000007,USD,Debit,Income Statement,Yes,TX0,Active,2020-01-01,
GL-001359,511359,Production Cost 1359,Expense,Manufacturing,CC-00359,GL-000008,USD,Debit,Income Statement,Yes,TX14,Active,2020-01-01,
GL-001360,521360,Maintenance Expense 1360,Expense,Maintenance,CC-00360,GL-000009,USD,Debit,Income Statement,Yes,EXEMPT,Active,2020-01-01,
GL-001361,531361,Utilities Expense 1361,Expense,Utilities,CC-00361,GL-000010,USD,Debit,Income Statement,Yes,EXEMPT,Active,2020-01-01,
GL-001362,541362,Quality Expense 1362,Expense,Quality,CC-00362,GL-000011,USD,Debit,Income Statement,Yes,TX5,Active,2020-01-01,
GL-001363,551363,Warehouse Expense 1363,Expense,Warehouse,CC-00363,GL-000012,USD,Debit,Income Statement,Yes,EXEMPT,Active,2020-01-01,
GL-001364,561364,Sales Expense 1364,Expense,Sales,CC-00364,GL-000013,USD,Debit,Income Statement,Yes,EXEMPT,Active,2020-01-01,
GL-001365,571365,Administrative Expense 1365,Expense,Administration,CC-00365,GL-000014,USD,Debit,Income Statement,Yes,TX14,Active,2020-01-01,
GL-001366,101366,Cash 1366,Asset,Current Asset,CC-00366,GL-000015,USD,Debit,Balance Sheet,Yes,TX0,Active,2020-01-01,
GL-001367,111367,Accounts Receivable 1367,Asset,Current Asset,CC-00367,GL-000001,USD,Debit,Balance Sheet,Yes,TX0,Active,2020-01-01,
GL-001368,121368,Inventory 1368,Asset,Current Asset,CC-00368,GL-000002,USD,Debit,Balance Sheet,Yes,TX14,Active,2020-01-01,
GL-001369,131369,Fixed Assets 1369,Asset,Non Current Asset,CC-00369,GL-000003,USD,Debit,Balance Sheet,Yes,TX5,Active,2020-01-01,
GL-001370,201370,Accounts Payable 1370,Liability,Current Liability,CC-00370,GL-000004,USD,Credit,Balance Sheet,Yes,TX5,Active,2020-01-01,
GL-001371,301371,Equity 1371,Equity,Equity,CC-00371,GL-000005,USD,Credit,Balance Sheet,Yes,EXEMPT,Active,2020-01-01,
GL-001372,401372,Sales Revenue 1372,Revenue,Operating Revenue,CC-00372,GL-000006,USD,Credit,Income Statement,Yes,TX0,Active,2020-01-01,
GL-001373,501373,Cost of Goods Sold 1373,Expense,COGS,CC-00373,GL-000007,USD,Debit,Income Statement,Yes,TX5,Active,2020-01-01,
GL-001374,511374,Production Cost 1374,Expense,Manufacturing,CC-00374,GL-000008,USD,Debit,Income Statement,Yes,TX5,Active,2020-01-01,
GL-001375,521375,Maintenance Expense 1375,Expense,Maintenance,CC-00375,GL-000009,USD,Debit,Income Statement,Yes,TX14,Active,2020-01-01,
GL-001376,531376,Utilities Expense 1376,Expense,Utilities,CC-00376,GL-000010,USD,Debit,Income Statement,Yes,TX14,Active,2020-01-01,
