Cost_Center_ID,Cost_Center_Code,Cost_Center_Name,Department,Parent_Cost_Center,Manager_ID,Plant,Area,Budget_Type,Annual_Budget_USD,Currency,Start_Date,End_Date,Status,Notes
CC-00163,CC-QLT-163,Quality Cost Center 163,Quality,CC-00003,EMP-000163,Plant-01,Refining,Mixed,2500000,USD,2020-01-01,2025-12-31,Active,
CC-00164,CC-WHS-164,Warehouse Cost Center 164,Warehouse,CC-00004,EMP-000164,Plant-01,Conching,OPEX,1000000,USD,2020-01-01,2025-12-31,Active,
CC-00165,CC-SCM-165,Supply Chain Cost Center 165,Supply Chain,CC-00005,EMP-000165,Plant-01,Tempering,CAPEX,1000000,USD,2020-01-01,2025-12-31,Active,
CC-00166,CC-UTL-166,Utilities Cost Center 166,Utilities,CC-00006,EMP-000166,Plant-01,Molding,OPEX,100000,USD,2020-01-01,2025-12-31,Active,
CC-00167,CC-SLS-167,Sales Cost Center 167,Sales,CC-00007,EMP-000167,Plant-01,Cooling,OPEX,1000000,USD,2020-01-01,2025-12-31,Active,
CC-00168,CC-HR-168,Human Resources Cost Center 168,Human Resources,CC-00008,EMP-000168,Plant-01,Packaging,Mixed,2500000,USD,2020-01-01,2025-12-31,Active,
CC-00169,CC-FIN-169,Finance Cost Center 169,Finance,CC-00009,EMP-000169,Plant-01,Utilities,CAPEX,500000,USD,2020-01-01,2025-12-31,Active,
CC-00170,CC-ENG-170,Engineering Cost Center 170,Engineering,CC-00010,EMP-000170,Plant-01,Administration,Mixed,2500000,USD,2020-01-01,2025-12-31,Active,
CC-00171,CC-MNT-171,Maintenance Cost Center 171,Maintenance,CC-00001,EMP-000171,Plant-01,Roasting,Mixed,100000,USD,2020-01-01,2025-12-31,Active,
CC-00172,CC-PRD-172,Production Cost Center 172,Production,CC-00002,EMP-000172,Plant-01,Mixing,Mixed,100000,USD,2020-01-01,2025-12-31,Active,
CC-00173,CC-QLT-173,Quality Cost Center 173,Quality,CC-00003,EMP-000173,Plant-01,Refining,CAPEX,100000,USD,2020-01-01,2025-12-31,Active,
CC-00174,CC-WHS-174,Warehouse Cost Center 174,Warehouse,CC-00004,EMP-000174,Plant-01,Conching,CAPEX,250000,USD,2020-01-01,2025-12-31,Active,
CC-00175,CC-SCM-175,Supply Chain Cost Center 175,Supply Chain,CC-00005,EMP-000175,Plant-01,Tempering,CAPEX,500000,USD,2020-01-01,2025-12-31,Active,
CC-00176,CC-UTL-176,Utilities Cost Center 176,Utilities,CC-00006,EMP-000176,Plant-01,Molding,Mixed,1000000,USD,2020-01-01,2025-12-31,Active,
CC-00177,CC-SLS-177,Sales Cost Center 177,Sales,CC-00007,EMP-000177,Plant-01,Cooling,OPEX,100000,USD,2020-01-01,2025-12-31,Active,
CC-00178,CC-HR-178,Human Resources Cost Center 178,Human Resources,CC-00008,EMP-000178,Plant-01,Packaging,CAPEX,250000,USD,2020-01-01,2025-12-31,Active,
CC-00179,CC-FIN-179,Finance Cost Center 179,Finance,CC-00009,EMP-000179,Plant-01,Utilities,Mixed,50000,USD,2020-01-01,2025-12-31,Active,
CC-00180,CC-ENG-180,Engineering Cost Center 180,Engineering,CC-00010,EMP-000180,Plant-01,Administration,Mixed,250000,USD,2020-01-01,2025-12-31,Active,
CC-00181,CC-MNT-181,Maintenance Cost Center 181,Maintenance,CC-00001,EMP-000181,Plant-01,Roasting,OPEX,500000,USD,2020-01-01,2025-12-31,Active,
CC-00182,CC-PRD-182,Production Cost Center 182,Production,CC-00002,EMP-000182,Plant-01,Mixing,Mixed,2500000,USD,2020-01-01,2025-12-31,Active,
CC-00183,CC-QLT-183,Quality Cost Center 183,Quality,CC-00003,EMP-000183,Plant-01,Refining,OPEX,100000,USD,2020-01-01,2025-12-31,Active,
CC-00184,CC-WHS-184,Warehouse Cost Center 184,Warehouse,CC-00004,EMP-000184,Plant-01,Conching,Mixed,1000000,USD,2020-01-01,2025-12-31,Active,
CC-00185,CC-SCM-185,Supply Chain Cost Center 185,Supply Chain,CC-00005,EMP-000185,Plant-01,Tempering,CAPEX,250000,USD,2020-01-01,2025-12-31,Active,
CC-00186,CC-UTL-186,Utilities Cost Center 186,Utilities,CC-00006,EMP-000186,Plant-01,Molding,OPEX,100000,USD,2020-01-01,2025-12-31,Active,
CC-00187,CC-SLS-187,Sales Cost Center 187,Sales,CC-00007,EMP-000187,Plant-01,Cooling,CAPEX,50000,USD,2020-01-01,2025-12-31,Active,
CC-00188,CC-HR-188,Human Resources Cost Center 188,Human Resources,CC-00008,EMP-000188,Plant-01,Packaging,Mixed,250000,USD,2020-01-01,2025-12-31,Active,
CC-00189,CC-FIN-189,Finance Cost Center 189,Finance,CC-00009,EMP-000189,Plant-01,Utilities,CAPEX,1000000,USD,2020-01-01,2025-12-31,Active,
CC-00190,CC-ENG-190,Engineering Cost Center 190,Engineering,CC-00010,EMP-000190,Plant-01,Administration,OPEX,50000,USD,2020-01-01,2025-12-31,Active,
CC-00191,CC-MNT-191,Maintenance Cost Center 191,Maintenance,CC-00001,EMP-000191,Plant-01,Roasting,Mixed,50000,USD,2020-01-01,2025-12-31,Active,
CC-00192,CC-PRD-192,Production Cost Center 192,Production,CC-00002,EMP-000192,Plant-01,Mixing,OPEX,250000,USD,2020-01-01,2025-12-31,Active,
CC-00193,CC-QLT-193,Quality Cost Center 193,Quality,CC-00003,EMP-000193,Plant-01,Refining,OPEX,1000000,USD,2020-01-01,2025-12-31,Active,
CC-00194,CC-WHS-194,Warehouse Cost Center 194,Warehouse,CC-00004,EMP-000194,Plant-01,Conching,CAPEX,2500000,USD,2020-01-01,2025-12-31,Active,
CC-00195,CC-SCM-195,Supply Chain Cost Center 195,Supply Chain,CC-00005,EMP-000195,Plant-01,Tempering,Mixed,100000,USD,2020-01-01,2025-12-31,Active,
CC-00196,CC-UTL-196,Utilities Cost Center 196,Utilities,CC-00006,EMP-000196,Plant-01,Molding,Mixed,100000,USD,2020-01-01,2025-12-31,Active,
CC-00197,CC-SLS-197,Sales Cost Center 197,Sales,CC-00007,EMP-000197,Plant-01,Cooling,OPEX,1000000,USD,2020-01-01,2025-12-31,Active,
CC-00198,CC-HR-198,Human Resources Cost Center 198,Human Resources,CC-00008,EMP-000198,Plant-01,Packaging,Mixed,500000,USD,2020-01-01,2025-12-31,Active,
CC-00199,CC-FIN-199,Finance Cost Center 199,Finance,CC-00009,EMP-000199,Plant-01,Utilities,Mixed,100000,USD,2020-01-01,2025-12-31,Active,
CC-00200,CC-ENG-200,Engineering Cost Center 200,Engineering,CC-00010,EMP-000200,Plant-01,Administration,CAPEX,250000,USD,2020-01-01,2025-12-31,Active,
CC-00201,CC-MNT-201,Maintenance Cost Center 201,Maintenance,CC-00001,EMP-000201,Plant-01,Roasting,OPEX,50000,USD,2020-01-01,2025-12-31,Active,
CC-00202,CC-PRD-202,Production Cost Center 202,Production,CC-00002,EMP-000202,Plant-01,Mixing,Mixed,500000,USD,2020-01-01,2025-12-31,Active,
CC-00203,CC-QLT-203,Quality Cost Center 203,Quality,CC-00003,EMP-000203,Plant-01,Refining,OPEX,100000,USD,2020-01-01,2025-12-31,Active,
CC-00204,CC-WHS-204,Warehouse Cost Center 204,Warehouse,CC-00004,EMP-000204,Plant-01,Conching,OPEX,50000,USD,2020-01-01,2025-12-31,Active,
CC-00205,CC-SCM-205,Supply Chain Cost Center 205,Supply Chain,CC-00005,EMP-000205,Plant-01,Tempering,Mixed,500000,USD,2020-01-01,2025-12-31,Active,
CC-00206,CC-UTL-206,Utilities Cost Center 206,Utilities,CC-00006,EMP-000206,Plant-01,Molding,OPEX,50000,USD,2020-01-01,2025-12-31,Active,
CC-00207,CC-SLS-207,Sales Cost Center 207,Sales,CC-00007,EMP-000207,Plant-01,Cooling,CAPEX,100000,USD,2020-01-01,2025-12-31,Active,
CC-00208,CC-HR-208,Human Resources Cost Center 208,Human Resources,CC-00008,EMP-000208,Plant-01,Packaging,OPEX,2500000,USD,2020-01-01,2025-12-31,Active,
CC-00209,CC-FIN-209,Finance Cost Center 209,Finance,CC-00009,EMP-000209,Plant-01,Utilities,OPEX,2500000,USD,2020-01-01,2025-12-31,Active,
CC-00210,CC-ENG-210,Engineering Cost Center 210,Engineering,CC-00010,EMP-000210,Plant-01,Administration,CAPEX,100000,USD,2020-01-01,2025-12-31,Active,
CC-00211,CC-MNT-211,Maintenance Cost Center 211,Maintenance,CC-00001,EMP-000211,Plant-01,Roasting,OPEX,50000,USD,2020-01-01,2025-12-31,Active,
CC-00212,CC-PRD-212,Production Cost Center 212,Production,CC-00002,EMP-000212,Plant-01,Mixing,OPEX,2500000,USD,2020-01-01,2025-12-31,Active,
CC-00213,CC-QLT-213,Quality Cost Center 213,Quality,CC-00003,EMP-000213,Plant-01,Refining,Mixed,1000000,USD,2020-01-01,2025-12-31,Active,
CC-00214,CC-WHS-214,Warehouse Cost Center 214,Warehouse,CC-00004,EMP-000214,Plant-01,Conching,CAPEX,2500000,USD,2020-01-01,2025-12-31,Active,
CC-00215,CC-SCM-215,Supply Chain Cost Center 215,Supply Chain,CC-00005,EMP-000215,Plant-01,Tempering,Mixed,100000,USD,2020-01-01,2025-12-31,Active,
CC-00216,CC-UTL-216,Utilities Cost Center 216,Utilities,CC-00006,EMP-000216,Plant-01,Molding,Mixed,2500000,USD,2020-01-01,2025-12-31,Active,
CC-00217,CC-SLS-217,Sales Cost Center 217,Sales,CC-00007,EMP-000217,Plant-01,Cooling,CAPEX,250000,USD,2020-01-01,2025-12-31,Active,
CC-00218,CC-HR-218,Human Resources Cost Center 218,Human Resources,CC-00008,EMP-000218,Plant-01,Packaging,OPEX,100000,USD,2020-01-01,2025-12-31,Active,
CC-00219,CC-FIN-219,Finance Cost Center 219,Finance,CC-00009,EMP-000219,Plant-01,Utilities,OPEX,1000000,USD,2020-01-01,2025-12-31,Active,
CC-00220,CC-ENG-220,Engineering Cost Center 220,Engineering,CC-00010,EMP-000220,Plant-01,Administration,OPEX,500000,USD,2020-01-01,2025-12-31,Active,
CC-00221,CC-MNT-221,Maintenance Cost Center 221,Maintenance,CC-00001,EMP-000221,Plant-01,Roasting,CAPEX,500000,USD,2020-01-01,2025-12-31,Active,
CC-00222,CC-PRD-222,Production Cost Center 222,Production,CC-00002,EMP-000222,Plant-01,Mixing,CAPEX,1000000,USD,2020-01-01,2025-12-31,Active,
CC-00223,CC-QLT-223,Quality Cost Center 223,Quality,CC-00003,EMP-000223,Plant-01,Refining,OPEX,1000000,USD,2020-01-01,2025-12-31,Active,
CC-00224,CC-WHS-224,Warehouse Cost Center 224,Warehouse,CC-00004,EMP-000224,Plant-01,Conching,Mixed,100000,USD,2020-01-01,2025-12-31,Active,
CC-00225,CC-SCM-225,Supply Chain Cost Center 225,Supply Chain,CC-00005,EMP-000225,Plant-01,Tempering,OPEX,1000000,USD,2020-01-01,2025-12-31,Active,
CC-00226,CC-UTL-226,Utilities Cost Center 226,Utilities,CC-00006,EMP-000226,Plant-01,Molding,OPEX,50000,USD,2020-01-01,2025-12-31,Active,
CC-00227,CC-SLS-227,Sales Cost Center 227,Sales,CC-00007,EMP-000227,Plant-01,Cooling,OPEX,2500000,USD,2020-01-01,2025-12-31,Active,
CC-00228,CC-HR-228,Human Resources Cost Center 228,Human Resources,CC-00008,EMP-000228,Plant-01,Packaging,Mixed,500000,USD,2020-01-01,2025-12-31,Active,
CC-00229,CC-FIN-229,Finance Cost Center 229,Finance,CC-00009,EMP-000229,Plant-01,Utilities,OPEX,250000,USD,2020-01-01,2025-12-31,Active,
CC-00230,CC-ENG-230,Engineering Cost Center 230,Engineering,CC-00010,EMP-000230,Plant-01,Administration,Mixed,2500000,USD,2020-01-01,2025-12-31,Active,
CC-00231,CC-MNT-231,Maintenance Cost Center 231,Maintenance,CC-00001,EMP-000231,Plant-01,Roasting,Mixed,50000,USD,2020-01-01,2025-12-31,Active,
CC-00232,CC-PRD-232,Production Cost Center 232,Production,CC-00002,EMP-000232,Plant-01,Mixing,CAPEX,50000,USD,2020-01-01,2025-12-31,Active,
CC-00233,CC-QLT-233,Quality Cost Center 233,Quality,CC-00003,EMP-000233,Plant-01,Refining,OPEX,250000,USD,2020-01-01,2025-12-31,Active,
CC-00234,CC-WHS-234,Warehouse Cost Center 234,Warehouse,CC-00004,EMP-000234,Plant-01,Conching,OPEX,50000,USD,2020-01-01,2025-12-31,Active,
CC-00235,CC-SCM-235,Supply Chain Cost Center 235,Supply Chain,CC-00005,EMP-000235,Plant-01,Tempering,Mixed,1000000,USD,2020-01-01,2025-12-31,Active,
CC-00236,CC-UTL-236,Utilities Cost Center 236,Utilities,CC-00006,EMP-000236,Plant-01,Molding,CAPEX,250000,USD,2020-01-01,2025-12-31,Active,
CC-00237,CC-SLS-237,Sales Cost Center 237,Sales,CC-00007,EMP-000237,Plant-01,Cooling,Mixed,100000,USD,2020-01-01,2025-12-31,Active,
CC-00238,CC-HR-238,Human Resources Cost Center 238,Human Resources,CC-00008,EMP-000238,Plant-01,Packaging,Mixed,1000000,USD,2020-01-01,2025-12-31,Active,
CC-00239,CC-FIN-239,Finance Cost Center 239,Finance,CC-00009,EMP-000239,Plant-01,Utilities,Mixed,250000,USD,2020-01-01,2025-12-31,Active,
CC-00240,CC-ENG-240,Engineering Cost Center 240,Engineering,CC-00010,EMP-000240,Plant-01,Administration,CAPEX,250000,USD,2020-01-01,2025-12-31,Active,
CC-00241,CC-MNT-241,Maintenance Cost Center 241,Maintenance,CC-00001,EMP-000241,Plant-01,Roasting,Mixed,500000,USD,2020-01-01,2025-12-31,Active,
CC-00242,CC-PRD-242,Production Cost Center 242,Production,CC-00002,EMP-000242,Plant-01,Mixing,CAPEX,50000,USD,2020-01-01,2025-12-31,Active,
CC-00243,CC-QLT-243,Quality Cost Center 243,Quality,CC-00003,EMP-000243,Plant-01,Refining,CAPEX,500000,USD,2020-01-01,2025-12-31,Active,
CC-00244,CC-WHS-244,Warehouse Cost Center 244,Warehouse,CC-00004,EMP-000244,Plant-01,Conching,CAPEX,2500000,USD,2020-01-01,2025-12-31,Active,
CC-00245,CC-SCM-245,Supply Chain Cost Center 245,Supply Chain,CC-00005,EMP-000245,Plant-01,Tempering,CAPEX,100000,USD,2020-01-01,2025-12-31,Active,
CC-00246,CC-UTL-246,Utilities Cost Center 246,Utilities,CC-00006,EMP-000246,Plant-01,Molding,CAPEX,100000,USD,2020-01-01,2025-12-31,Active,
CC-00247,CC-SLS-247,Sales Cost Center 247,Sales,CC-00007,EMP-000247,Plant-01,Cooling,Mixed,500000,USD,2020-01-01,2025-12-31,Active,
CC-00248,CC-HR-248,Human Resources Cost Center 248,Human Resources,CC-00008,EMP-000248,Plant-01,Packaging,CAPEX,2500000,USD,2020-01-01,2025-12-31,Active,
CC-00249,CC-FIN-249,Finance Cost Center 249,Finance,CC-00009,EMP-000249,Plant-01,Utilities,Mixed,250000,USD,2020-01-01,2025-12-31,Active,
CC-00250,CC-ENG-250,Engineering Cost Center 250,Engineering,CC-00010,EMP-000250,Plant-01,Administration,CAPEX,1000000,USD,2020-01-01,2025-12-31,Active,
CC-00251,CC-MNT-251,Maintenance Cost Center 251,Maintenance,CC-00001,EMP-000251,Plant-01,Roasting,Mixed,50000,USD,2020-01-01,2025-12-31,Active,
CC-00252,CC-PRD-252,Production Cost Center 252,Production,CC-00002,EMP-000252,Plant-01,Mixing,CAPEX,1000000,USD,2020-01-01,2025-12-31,Active,
CC-00253,CC-QLT-253,Quality Cost Center 253,Quality,CC-00003,EMP-000253,Plant-01,Refining,CAPEX,100000,USD,2020-01-01,2025-12-31,Active,
CC-00254,CC-WHS-254,Warehouse Cost Center 254,Warehouse,CC-00004,EMP-000254,Plant-01,Conching,Mixed,100000,USD,2020-01-01,2025-12-31,Active,
CC-00255,CC-SCM-255,Supply Chain Cost Center 255,Supply Chain,CC-00005,EMP-000255,Plant-01,Tempering,Mixed,500000,USD,2020-01-01,2025-12-31,Active,
CC-00256,CC-UTL-256,Utilities Cost Center 256,Utilities,CC-00006,EMP-000256,Plant-01,Molding,Mixed,500000,USD,2020-01-01,2025-12-31,Active,
CC-00257,CC-SLS-257,Sales Cost Center 257,Sales,CC-00007,EMP-000257,Plant-01,Cooling,CAPEX,500000,USD,2020-01-01,2025-12-31,Active,
CC-00258,CC-HR-258,Human Resources Cost Center 258,Human Resources,CC-00008,EMP-000258,Plant-01,Packaging,OPEX,2500000,USD,2020-01-01,2025-12-31,Active,
CC-00259,CC-FIN-259,Finance Cost Center 259,Finance,CC-00009,EMP-000259,Plant-01,Utilities,Mixed,1000000,USD,2020-01-01,2025-12-31,Active,
CC-00260,CC-ENG-260,Engineering Cost Center 260,Engineering,CC-00010,EMP-000260,Plant-01,Administration,OPEX,50000,USD,2020-01-01,2025-12-31,Active,
CC-00261,CC-MNT-261,Maintenance Cost Center 261,Maintenance,CC-00001,EMP-000261,Plant-01,Roasting,Mixed,50000,USD,2020-01-01,2025-12-31,Active,
CC-00262,CC-PRD-262,Production Cost Center 262,Production,CC-00002,EMP-000262,Plant-01,Mixing,CAPEX,50000,USD,2020-01-01,2025-12-31,Active,
CC-00263,CC-QLT-263,Quality Cost Center 263,Quality,CC-00003,EMP-000263,Plant-01,Refining,OPEX,250000,USD,2020-01-01,2025-12-31,Active,
CC-00264,CC-WHS-264,Warehouse Cost Center 264,Warehouse,CC-00004,EMP-000264,Plant-01,Conching,Mixed,100000,USD,2020-01-01,2025-12-31,Active,
CC-00265,CC-SCM-265,Supply Chain Cost Center 265,Supply Chain,CC-00005,EMP-000265,Plant-01,Tempering,Mixed,1000000,USD,2020-01-01,2025-12-31,Active,
CC-00266,CC-UTL-266,Utilities Cost Center 266,Utilities,CC-00006,EMP-000266,Plant-01,Molding,Mixed,250000,USD,2020-01-01,2025-12-31,Active,
CC-00267,CC-SLS-267,Sales Cost Center 267,Sales,CC-00007,EMP-000267,Plant-01,Cooling,Mixed,1000000,USD,2020-01-01,2025-12-31,Active,
CC-00268,CC-HR-268,Human Resources Cost Center 268,Human Resources,CC-00008,EMP-000268,Plant-01,Packaging,OPEX,2500000,USD,2020-01-01,2025-12-31,Active,
CC-00269,CC-FIN-269,Finance Cost Center 269,Finance,CC-00009,EMP-000269,Plant-01,Utilities,OPEX,250000,USD,2020-01-01,2025-12-31,Active,
CC-00270,CC-ENG-270,Engineering Cost Center 270,Engineering,CC-00010,EMP-000270,Plant-01,Administration,OPEX,2500000,USD,2020-01-01,2025-12-31,Active,
CC-00271,CC-MNT-271,Maintenance Cost Center 271,Maintenance,CC-00001,EMP-000271,Plant-01,Roasting,OPEX,500000,USD,2020-01-01,2025-12-31,Active,
CC-00272,CC-PRD-272,Production Cost Center 272,Production,CC-00002,EMP-000272,Plant-01,Mixing,Mixed,1000000,USD,2020-01-01,2025-12-31,Active,
CC-00273,CC-QLT-273,Quality Cost Center 273,Quality,CC-00003,EMP-000273,Plant-01,Refining,CAPEX,100000,USD,2020-01-01,2025-12-31,Active,
CC-00274,CC-WHS-274,Warehouse Cost Center 274,Warehouse,CC-00004,EMP-000274,Plant-01,Conching,CAPEX,250000,USD,2020-01-01,2025-12-31,Active,
CC-00275,CC-SCM-275,Supply Chain Cost Center 275,Supply Chain,CC-00005,EMP-000275,Plant-01,Tempering,OPEX,250000,USD,2020-01-01,2025-12-31,Active,
CC-00276,CC-UTL-276,Utilities Cost Center 276,Utilities,CC-00006,EMP-000276,Plant-01,Molding,CAPEX,250000,USD,2020-01-01,2025-12-31,Active,
CC-00277,CC-SLS-277,Sales Cost Center 277,Sales,CC-00007,EMP-000277,Plant-01,Cooling,CAPEX,1000000,USD,2020-01-01,2025-12-31,Active,
CC-00278,CC-HR-278,Human Resources Cost Center 278,Human Resources,CC-00008,EMP-000278,Plant-01,Packaging,Mixed,50000,USD,2020-01-01,2025-12-31,Active,
CC-00279,CC-FIN-279,Finance Cost Center 279,Finance,CC-00009,EMP-000279,Plant-01,Utilities,OPEX,100000,USD,2020-01-01,2025-12-31,Active,
CC-00280,CC-ENG-280,Engineering Cost Center 280,Engineering,CC-00010,EMP-000280,Plant-01,Administration,CAPEX,250000,USD,2020-01-01,2025-12-31,Active,
CC-00281,CC-MNT-281,Maintenance Cost Center 281,Maintenance,CC-00001,EMP-000281,Plant-01,Roasting,CAPEX,2500000,USD,2020-01-01,2025-12-31,Active,
CC-00282,CC-PRD-282,Production Cost Center 282,Production,CC-00002,EMP-000282,Plant-01,Mixing,CAPEX,100000,USD,2020-01-01,2025-12-31,Active,
CC-00283,CC-QLT-283,Quality Cost Center 283,Quality,CC-00003,EMP-000283,Plant-01,Refining,OPEX,50000,USD,2020-01-01,2025-12-31,Active,
CC-00284,CC-WHS-284,Warehouse Cost Center 284,Warehouse,CC-00004,EMP-000284,Plant-01,Conching,OPEX,500000,USD,2020-01-01,2025-12-31,Active,
CC-00285,CC-SCM-285,Supply Chain Cost Center 285,Supply Chain,CC-00005,EMP-000285,Plant-01,Tempering,Mixed,500000,USD,2020-01-01,2025-12-31,Active,
CC-00286,CC-UTL-286,Utilities Cost Center 286,Utilities,CC-00006,EMP-000286,Plant-01,Molding,CAPEX,500000,USD,2020-01-01,2025-12-31,Active,
CC-00287,CC-SLS-287,Sales Cost Center 287,Sales,CC-00007,EMP-000287,Plant-01,Cooling,OPEX,500000,USD,2020-01-01,2025-12-31,Active,
CC-00288,CC-HR-288,Human Resources Cost Center 288,Human Resources,CC-00008,EMP-000288,Plant-01,Packaging,OPEX,100000,USD,2020-01-01,2025-12-31,Active,
CC-00289,CC-FIN-289,Finance Cost Center 289,Finance,CC-00009,EMP-000289,Plant-01,Utilities,CAPEX,2500000,USD,2020-01-01,2025-12-31,Active,
CC-00290,CC-ENG-290,Engineering Cost Center 290,Engineering,CC-00010,EMP-000290,Plant-01,Administration,CAPEX,100000,USD,2020-01-01,2025-12-31,Active,
CC-00291,CC-MNT-291,Maintenance Cost Center 291,Maintenance,CC-00001,EMP-000291,Plant-01,Roasting,OPEX,2500000,USD,2020-01-01,2025-12-31,Active,
CC-00292,CC-PRD-292,Production Cost Center 292,Production,CC-00002,EMP-000292,Plant-01,Mixing,OPEX,250000,USD,2020-01-01,2025-12-31,Active,
CC-00293,CC-QLT-293,Quality Cost Center 293,Quality,CC-00003,EMP-000293,Plant-01,Refining,OPEX,1000000,USD,2020-01-01,2025-12-31,Active,
CC-00294,CC-WHS-294,Warehouse Cost Center 294,Warehouse,CC-00004,EMP-000294,Plant-01,Conching,Mixed,500000,USD,2020-01-01,2025-12-31,Active,
CC-00295,CC-SCM-295,Supply Chain Cost Center 295,Supply Chain,CC-00005,EMP-000295,Plant-01,Tempering,Mixed,50000,USD,2020-01-01,2025-12-31,Active,
CC-00296,CC-UTL-296,Utilities Cost Center 296,Utilities,CC-00006,EMP-000296,Plant-01,Molding,OPEX,100000,USD,2020-01-01,2025-12-31,Active,
CC-00297,CC-SLS-297,Sales Cost Center 297,Sales,CC-00007,EMP-000297,Plant-01,Cooling,Mixed,100000,USD,2020-01-01,2025-12-31,Active,
CC-00298,CC-HR-298,Human Resources Cost Center 298,Human Resources,CC-00008,EMP-000298,Plant-01,Packaging,CAPEX,100000,USD,2020-01-01,2025-12-31,Active,
CC-00299,CC-FIN-299,Finance Cost Center 299,Finance,CC-00009,EMP-000299,Plant-01,Utilities,OPEX,500000,USD,2020-01-01,2025-12-31,Active,
CC-00300,CC-ENG-300,Engineering Cost Center 300,Engineering,CC-00010,EMP-000300,Plant-01,Administration,Mixed,1000000,USD,2020-01-01,2025-12-31,Active,
CC-00301,CC-MNT-301,Maintenance Cost Center 301,Maintenance,CC-00001,EMP-000301,Plant-01,Roasting,OPEX,1000000,USD,2020-01-01,2025-12-31,Active,
CC-00302,CC-PRD-302,Production Cost Center 302,Production,CC-00002,EMP-000302,Plant-01,Mixing,CAPEX,100000,USD,2020-01-01,2025-12-31,Active,
CC-00303,CC-QLT-303,Quality Cost Center 303,Quality,CC-00003,EMP-000303,Plant-01,Refining,CAPEX,250000,USD,2020-01-01,2025-12-31,Active,
CC-00304,CC-WHS-304,Warehouse Cost Center 304,Warehouse,CC-00004,EMP-000304,Plant-01,Conching,OPEX,1000000,USD,2020-01-01,2025-12-31,Active,
CC-00305,CC-SCM-305,Supply Chain Cost Center 305,Supply Chain,CC-00005,EMP-000305,Plant-01,Tempering,Mixed,2500000,USD,2020-01-01,2025-12-31,Active,
CC-00306,CC-UTL-306,Utilities Cost Center 306,Utilities,CC-00006,EMP-000306,Plant-01,Molding,OPEX,500000,USD,2020-01-01,2025-12-31,Active,
CC-00307,CC-SLS-307,Sales Cost Center 307,Sales,CC-00007,EMP-000307,Plant-01,Cooling,OPEX,1000000,USD,2020-01-01,2025-12-31,Active,
CC-00308,CC-HR-308,Human Resources Cost Center 308,Human Resources,CC-00008,EMP-000308,Plant-01,Packaging,Mixed,50000,USD,2020-01-01,2025-12-31,Active,
CC-00309,CC-FIN-309,Finance Cost Center 309,Finance,CC-00009,EMP-000309,Plant-01,Utilities,CAPEX,100000,USD,2020-01-01,2025-12-31,Active,
CC-00310,CC-ENG-310,Engineering Cost Center 310,Engineering,CC-00010,EMP-000310,Plant-01,Administration,Mixed,2500000,USD,2020-01-01,2025-12-31,Active,
CC-00311,CC-MNT-311,Maintenance Cost Center 311,Maintenance,CC-00001,EMP-000311,Plant-01,Roasting,Mixed,100000,USD,2020-01-01,2025-12-31,Active,
CC-00312,CC-PRD-312,Production Cost Center 312,Production,CC-00002,EMP-000312,Plant-01,Mixing,CAPEX,250000,USD,2020-01-01,2025-12-31,Active,
CC-00313,CC-QLT-313,Quality Cost Center 313,Quality,CC-00003,EMP-000313,Plant-01,Refining,CAPEX,2500000,USD,2020-01-01,2025-12-31,Active,
CC-00314,CC-WHS-314,Warehouse Cost Center 314,Warehouse,CC-00004,EMP-000314,Plant-01,Conching,Mixed,50000,USD,2020-01-01,2025-12-31,Active,
CC-00315,CC-SCM-315,Supply Chain Cost Center 315,Supply Chain,CC-00005,EMP-000315,Plant-01,Tempering,CAPEX,2500000,USD,2020-01-01,2025-12-31,Active,
CC-00316,CC-UTL-316,Utilities Cost Center 316,Utilities,CC-00006,EMP-000316,Plant-01,Molding,OPEX,1000000,USD,2020-01-01,2025-12-31,Active,
CC-00317,CC-SLS-317,Sales Cost Center 317,Sales,CC-00007,EMP-000317,Plant-01,Cooling,OPEX,500000,USD,2020-01-01,2025-12-31,Active,
CC-00318,CC-HR-318,Human Resources Cost Center 318,Human Resources,CC-00008,EMP-000318,Plant-01,Packaging,OPEX,100000,USD,2020-01-01,2025-12-31,Active,
CC-00319,CC-FIN-319,Finance Cost Center 319,Finance,CC-00009,EMP-000319,Plant-01,Utilities,Mixed,100000,USD,2020-01-01,2025-12-31,Active,
CC-00320,CC-ENG-320,Engineering Cost Center 320,Engineering,CC-00010,EMP-000320,Plant-01,Administration,CAPEX,2500000,USD,2020-01-01,2025-12-31,Active,
CC-00321,CC-MNT-321,Maintenance Cost Center 321,Maintenance,CC-00001,EMP-000321,Plant-01,Roasting,OPEX,1000000,USD,2020-01-01,2025-12-31,Active,
CC-00322,CC-PRD-322,Production Cost Center 322,Production,CC-00002,EMP-000322,Plant-01,Mixing,OPEX,50000,USD,2020-01-01,2025-12-31,Active,
CC-00323,CC-QLT-323,Quality Cost Center 323,Quality,CC-00003,EMP-000323,Plant-01,Refining,OPEX,2500000,USD,2020-01-01,2025-12-31,Active,
CC-00324,CC-WHS-324,Warehouse Cost Center 324,Warehouse,CC-00004,EMP-000324,Plant-01,Conching,Mixed,2500000,USD,2020-01-01,2025-12-31,Active,
CC-00325,CC-SCM-325,Supply Chain Cost Center 325,Supply Chain,CC-00005,EMP-000325,Plant-01,Tempering,Mixed,100000,USD,2020-01-01,2025-12-31,Active,
